Arquivo,Classe,Liver,Kidney,Altura,Comprimento,Hi,Hu,Homogeneidade,Entropia
ROI_1_0,saudavel,"(213, 179)","(252, 250)",28,28,1.0611066942280172,"[0.0012227194698418951, 2.3091029654164422e-10, 3.9758217315598924e-13, 5.2634026215004645e-14, 6.349717692808916e-27, 5.736078861106024e-19, 4.2016908630498785e-27]","[0.5185375837320388, 0.027903157583304732, 0.2903322963198002, 0.027903157583304732, 0.2930019936492102, 0.027903157583304732, 0.3017446660934645, 0.027903157583304732, 0.32719213426430227, 0.02885194679839139, 0.3280365431011153, 0.019182992811617564, 0.2856129502442376, 0.038791351151298684, 0.3062339757906259, 0.0230062748569396]","[6.754033928591055, 7.887824435536327, 6.411531371196366, 7.889736502893271, 7.69552563998045, 7.887824435536327, 6.376190038674089, 7.889736502893271, 6.284087620114633, 7.692638891173731, 6.266230477257487, 7.674060222895311, 6.1260975300250005, 7.932537050639988, 6.093954672882145, 7.950279502092727]"
ROI_1_1,saudavel,"(212, 176)","(245, 250)",28,28,1.0943987402789384,"[0.0012552636388014297, 8.281773141180951e-11, 3.0519287337649793e-13, 1.6060863149823812e-13, -3.2198068713629163e-26, 8.91485021719675e-19, 1.5088880492899282e-26]","[0.5185375214268131, 0.02190258702819703, 0.28165315554020165, 0.02190259047460106, 0.30219155285041877, 0.02190258702819703, 0.31506603728977794, 0.02190259047460106, 0.35705841194836696, 0.023142380401571534, 0.3185379699376665, 0.023457788294306614, 0.31534517211327084, 0.0396158446533594, 0.287295760079953, 0.03326425457557201]","[6.863411376854449, 7.933406191457909, 6.419467879132875, 7.93808370796575, 7.7617433267073395, 7.933406191457909, 6.3597065221905735, 7.93808370796575, 6.284087620114632, 7.716804336050148, 6.2573019058289185, 7.7028334561847736, 6.083240387167858, 7.952199623120266, 6.104668958596429, 8.009190963875378]"
ROI_1_2,saudavel,"(211, 177)","(247, 250)",28,28,1.1004954795534247,"[0.0012281856000028984, 2.6233109443021166e-10, 3.830307715766559e-14, 1.944085210422298e-14, 6.043307540119437e-29, -8.7088377370894e-20, -5.2705197255310715e-28]","[0.5185379314881146, 0.04151095757716281, 0.3100145855662151, 0.04151095438896033, 0.30483948415450746, 0.04151095757716281, 0.31741106906467764, 0.04151095438896033, 0.36566280472976315, 0.030810527954659255, 0.3032522631597239, 0.026638093302653144, 0.2975021623575979, 0.04266743210033873, 0.2769278780095364, 0.027399967423173483]","[6.808885362836209, 7.913935635759312, 6.403594863259859, 7.91436864858351, 7.74028476823858, 7.913935635759312, 6.384431796915847, 7.91436864858351, 6.301944762971774, 7.7396826302166355, 6.26623047725749, 7.741296016212465, 6.093954672882145, 7.956897484404082, 6.093954672882145, 7.975153675682204]"
ROI_1_3,saudavel,"(204, 172)","(253, 251)",28,28,1.0445382016590796,"[0.0012733684872146614, 2.985394363340182e-10, 3.6297698136495166e-13, 3.036525490538191e-14, 2.648491661443697e-27, 4.852403958751092e-19, -1.774319588309573e-27]","[0.5185362069990576, 0.03828423668167649, 0.3053497135463265, 0.038284241177898075, 0.3107499068378288, 0.03828423668167649, 0.2831332230089867, 0.038284241177898075, 0.38487749860112436, 0.03206159192770515, 0.32346093255213687, 0.021310970711659855, 0.31184478079848665, 0.016764288089938652, 0.3104390509607555, 0.014974342042561747]","[6.803703025976481, 7.864785297102852, 6.346989059662674, 7.866842430783881, 7.682922584361552, 7.864785297102852, 6.3597065221905735, 7.866842430783881, 6.2483733344003465, 7.727188431916548, 6.248373334400346, 7.728759599458661, 6.053723735358963, 7.925491783007311, 6.115383244310715, 7.928231569154233]"
ROI_1_4,saudavel,"(203, 174)","(249, 249)",28,28,1.0600545950864422,"[0.0012579070506092153, 1.5282580049323106e-10, 6.036500781993683e-13, 7.875019293934916e-15, -1.8231631928474464e-28, 7.667692491392354e-20, -5.114385148894657e-28]","[0.5185371616729013, 0.03517041751196527, 0.30084458978391104, 0.03517040348988845, 0.2952164943607403, 0.03517041751196527, 0.3066487115441175, 0.03517040348988845, 0.33439068602636457, 0.03497110042994474, 0.3138933662812866, 0.019033111746426398, 0.2979800153722506, 0.018883232618582328, 0.2805035925542349, 0.02839000318074738]","[6.8823831132588404, 7.947329431069723, 6.419467879132873, 7.949741763249404, 7.78705670271149, 7.947329431069723, 6.3318704473190195, 7.949741763249404, 6.2394447629717735, 7.739051217079521, 6.293016191543202, 7.74535864682197, 6.083240387167858, 8.01335661988814, 6.104668958596429, 8.009397297491306]"
ROI_1_5,saudavel,"(201, 166)","(237, 253)",28,28,1.0668275907678064,"[0.0012792986648198445, 6.122011559043708e-10, 3.979361274967452e-13, 7.428731019725863e-14, -1.2764929829506278e-26, -1.83806271124336e-18, -4.420056675992578e-28]","[0.5185365954590835, 0.02659241731731283, 0.2884380181854963, 0.026592422390958305, 0.3038913892732188, 0.02659241731731283, 0.299236297528327, 0.026592422390958305, 0.3625860054635545, 0.030599226815990976, 0.30445478088804045, 0.01798416668987472, 0.30066642408704064, 0.03706258284091467, 0.3138078086101668, 0.017956617240899024]","[6.836597842100395, 7.926439180733416, 6.419467879132875, 7.925535023479625, 7.698745959023831, 7.926439180733416, 6.3597065221905735, 7.925535023479625, 6.250561838845316, 7.740029762394888, 6.3019447629717735, 7.717001060940412, 6.104668958596429, 7.945408390728112, 6.147526101453573, 7.936716642596871]"
ROI_1_6,saudavel,"(222, 181)","(228, 254)",28,28,1.104978214216037,"[0.0012371585073359607, 6.45844129431498e-11, 3.961299463328923e-13, 2.149587329395299e-14, 1.8833283890701266e-27, -2.2818844534574286e-20, -6.226520960739505e-28]","[0.5185375645009342, 0.024522432053228144, 0.2854424004488766, 0.02452244457968556, 0.30241358625431136, 0.024522432053228144, 0.2861962067924948, 0.02452244457968556, 0.35777987513585907, 0.027721053520429657, 0.3340672270216134, 0.019836259565358148, 0.3035575263582552, 0.020817815529490274, 0.30839626319788666, 0.03510982137591025]","[6.782341632855299, 7.857564207494626, 6.368853246187783, 7.854011271327571, 7.705372363139661, 7.857564207494626, 6.392673555157605, 7.854011271327571, 6.293016191543202, 7.679521280532702, 6.248373334400346, 7.675879263094885, 6.089910632691982, 7.938342835661631, 6.100624918406268, 7.912353358999396]"
ROI_1_7,saudavel,"(215, 176)","(230, 250)",28,28,1.0965829789330224,"[0.001246482224308871, 3.8062820564789495e-11, 9.439189728729393e-13, 8.325993572089795e-14, 2.3158678277844086e-26, 6.322267945457084e-20, -2.9125477579290033e-27]","[0.5185371921065747, 0.022571319611001738, 0.2826207924600561, 0.02257134435244281, 0.30176645832147103, 0.022571319611001738, 0.3213085596836275, 0.02257134435244281, 0.3556779661850914, 0.031205460813125994, 0.3376675710564841, 0.025010683130504384, 0.2998924722487732, 0.05020122662512789, 0.3112676530191744, 0.036835331468664134]","[6.7024108115157865, 7.828058988712381, 6.376789754124289, 7.8263394382371585, 7.628696343673515, 7.828058988712381, 6.3597065221905735, 7.8263394382371585, 6.221587620114631, 7.618039116309015, 6.257301905828918, 7.623312810441301, 6.089910632691982, 7.889962116805361, 6.0725261014535725, 7.8631045934462]"
ROI_1_8,saudavel,"(225, 182)","(233, 248)",28,28,1.0861428042677137,"[0.0012513248824048042, 3.657850748144831e-10, 4.946918757886099e-14, 9.15294427980814e-14, 5.8557622204858834e-27, -9.593060542175664e-19, -1.9086782186663613e-27]","[0.518537017916869, 0.025921098450617398, 0.2874662246368507, 0.02592108649230372, 0.2956113802407502, 0.025921098450617398, 0.29800896216175804, 0.02592108649230372, 0.33567455031300564, 0.026751093602138745, 0.31813516245568774, 0.027072292752866177, 0.3234070239820321, 0.024403105909196532, 0.29927199463116855, 0.028108287539576858]","[6.886321745123558, 7.973369477645862, 6.451213910878906, 7.975373395161717, 7.792436173223245, 7.973369477645862, 6.367948280432331, 7.975373395161717, 6.239444762971774, 7.788888002664138, 6.3019447629717735, 7.749785156806811, 6.115383244310715, 8.043948325509868, 6.093954672882143, 8.029152334892656]"
ROI_1_9,saudavel,"(214, 179)","(229, 252)",28,28,1.096833363904684,"[0.0012242010687254082, 1.7195436862982042e-12, 8.754587866103163e-14, 4.025620942024858e-15, 3.335269479763993e-29, 1.5780479572915757e-21, 6.781511225711445e-29]","[0.5185380707015418, 0.03268011180115942, 0.29724116049219057, 0.032680126128332404, 0.3040702550989546, 0.03268011180115942, 0.2951896890358117, 0.032680126128332404, 0.36316234045389906, 0.042150864838746464, 0.2958851722177972, 0.03615472874320114, 0.32534030654457224, 0.046181335086197234, 0.29710010407870885, 0.041772672565013456]","[6.628454751617245, 7.806862032402875, 6.379785339450333, 7.805521780726038, 7.561219168218845, 7.806862032402875, 6.348353963802537, 7.805521780726038, 6.196990410273886, 7.599058125557546, 6.2059189817024585, 7.600831468420215, 6.093954672882143, 7.842894856532733, 6.036339204120552, 7.83884455013029]"
ROI_2_0,saudavel,"(299, 154)","(301, 204)",28,28,0.9708566670476253,"[0.0013622919364213552, 1.0396851694197417e-10, 1.032751154493937e-13, 1.4469689996627317e-12, -4.680111738134805e-25, -1.179872494426025e-17, 3.063369829564787e-25]","[0.5185345563923055, 0.02124558246877084, 0.28070727684525715, 0.021245522901400856, 0.3032880014160538, 0.02124558246877084, 0.2908224034189399, 0.021245522901400856, 0.3606318767781438, 0.022022605720215967, 0.3027181635758136, 0.01993475877016031, 0.2949609010624292, 0.02591358463409445, 0.2684505382321936, 0.0174293452741678]","[7.162186605904108, 8.085698107891776, 6.435340895005892, 8.079800170429047, 7.9899004401401506, 8.085698107891776, 6.384431796915847, 8.079800170429047, 6.245003300908544, 7.8914547173245415, 6.289646158051401, 7.879758382695291, 6.158240387167858, 8.098794405103169, 6.093954672882143, 8.074380259297472]"
ROI_2_1,saudavel,"(290, 149)","(297, 197)",28,28,0.9614417703479526,"[0.0013627779628258036, 3.0177973304905183e-11, 1.1195843900281342e-12, 1.209818449342673e-12, 1.21740514971169e-24, 6.4608025353441824e-18, 7.074207322787256e-25]","[0.5185349320367495, 0.02898733454167628, 0.29190444236892477, 0.02898733732456329, 0.29494274429131134, 0.02898733454167628, 0.2884561844359381, 0.02898733732456329, 0.3335085233227323, 0.01154325234259752, 0.27750332758081403, 0.015048636193970498, 0.28891962885246253, 0.017293016855650788, 0.28033462771005957, 0.0073744621627391035]","[7.456320657723647, 8.246788449786047, 6.467086926751923, 8.247597901728135, 8.239429232728565, 8.246788449786047, 6.425640588124638, 8.247597901728135, 6.301944762971774, 8.064646664145442, 6.319801905828917, 8.045763786093834, 6.147526101453571, 8.266534847757322, 6.147526101453573, 8.277885596875757]"
ROI_2_2,saudavel,"(297, 151)","(304, 206)",28,28,0.9909256493985985,"[0.0013700506635022291, 4.403175197359904e-10, 7.266973292964932e-13, 8.862786424127055e-14, 2.131959028546357e-26, 2.6646271612622103e-19, -7.167619031503865e-27]","[0.5185346382576692, 0.02504888390683153, 0.28620799466473085, 0.025048895644587035, 0.29612727190799176, 0.02504888390683153, 0.2747500037175506, 0.025048895644587035, 0.33735922958134, 0.028869964552898173, 0.27858137157104546, 0.022473020039433318, 0.3052688109917578, 0.024970396238841442, 0.2822324424204054, 0.011405392007837589]","[7.230012483006293, 8.115926226612133, 6.443277402942397, 8.109713160750706, 8.069493641623188, 8.115926226612133, 6.381320996769569, 8.109713160750706, 6.284087620114633, 7.921513777107214, 6.301944762971776, 7.926106909740442, 6.147526101453573, 8.20158645040175, 6.104668958596429, 8.188603838874215]"
ROI_2_3,saudavel,"(297, 152)","(301, 196)",28,28,1.0032651176596692,"[0.001313550171412986, 5.834092707967705e-10, 5.016665834784641e-14, 6.702038338270057e-13, 3.1566143550436696e-26, -8.319044452865419e-19, 1.187671180711511e-25]","[0.5185355794774114, 0.02797206644568671, 0.29043471949612615, 0.02797208167264387, 0.3014784976931396, 0.02797206644568671, 0.2844308138986155, 0.02797208167264387, 0.35474753676644066, 0.011704226510630366, 0.30294343873939955, 0.017570498384827847, 0.314374473700134, 0.01729544440652914, 0.27267001749635433, 0.017959296422741456]","[7.389438523844813, 8.206406666567027, 6.451213910878906, 8.204813718063967, 8.181844796180433, 8.206406666567027, 6.409157071641122, 8.204813718063967, 6.293016191543205, 8.00892372539948, 6.319801905828917, 7.983974184656665, 6.093954672882143, 8.247620902751944, 6.136811815739287, 8.198840653837818]"
ROI_2_4,saudavel,"(305, 152)","(306, 202)",28,28,1.025599307659022,"[0.0013553252454518911, 1.001968285877068e-09, 2.2730989495520812e-13, 3.077447124988005e-13, -4.014164463229244e-26, 2.7737888009684105e-18, -7.080757956833605e-26]","[0.5185346441075109, 0.031157758971610116, 0.29504396156598883, 0.031157774729508293, 0.299985336490811, 0.031157758971610116, 0.2878753357751235, 0.031157774729508293, 0.34989791973228634, 0.024091689258557314, 0.3016489560620235, 0.024502540478506404, 0.28274298382135304, 0.018915555842934566, 0.295925816773428, 0.014707843359931215]","[7.038001031008057, 8.035442599471487, 6.435340895005892, 8.03435555173898, 7.877038730220624, 8.035442599471487, 6.425640588124638, 8.03435555173898, 6.253931872337116, 7.860644287171294, 6.284087620114633, 7.8382768369691265, 6.083240387167859, 8.079525693336413, 6.100624918406268, 8.090942609525111]"
ROI_2_5,saudavel,"(311, 150)","(314, 204)",28,28,1.046734734589507,"[0.0014062720440038905, 2.3492949218706803e-11, 5.978032157697627e-13, 6.452581466477302e-14, 1.2370129736126254e-26, -2.3517045737360166e-19, 2.7540460947057663e-27]","[0.5185336301550948, 0.028787189311462805, 0.29161694278334294, 0.028787196656341236, 0.305569077229077, 0.028787189311462805, 0.28038010698901156, 0.028787196656341236, 0.36804849922105565, 0.033040048607228076, 0.33625942081400756, 0.021416243585382216, 0.32170805717718076, 0.03112635468741178, 0.3165278522141295, 0.033064818995605094]","[6.746254815882206, 7.847272211708344, 6.387721847386844, 7.849626918292495, 7.672431094449637, 7.847272211708344, 6.326739489223539, 7.849626918292495, 6.275159048686061, 7.633420362018333, 6.176944762971774, 7.615245224935973, 6.031760170340517, 7.902054565394406, 6.0470534898348385, 7.843916206949328]"
ROI_2_6,saudavel,"(307, 153)","(313, 202)",28,28,1.0454039297388555,"[0.0013346453230592883, 2.1168010509568876e-10, 1.24881146087501e-13, 2.534758206755895e-13, -2.4165832673338787e-26, 9.151225573816891e-19, -3.807629602040516e-26]","[0.5185352036520695, 0.029694186519988175, 0.2929262653469803, 0.029694207690454628, 0.29934579163141456, 0.029694186519988175, 0.2838221353724231, 0.029694207690454628, 0.34781751047636245, 0.021004661418083097, 0.2916581553704154, 0.028881216786832652, 0.3162116418753098, 0.016854202105606574, 0.29486577215951165, 0.020306883528650704]","[7.0379673794440265, 8.034223293687234, 6.43534089500589, 8.026841717633156, 7.880300427300891, 8.034223293687234, 6.361726680139774, 8.026841717633156, 6.2360747294799745, 7.828162990130474, 6.293016191543205, 7.817864798740076, 6.104668958596429, 8.078632369814295, 6.104668958596429, 8.06044869709612]"
ROI_2_7,saudavel,"(298, 150)","(309, 203)",28,28,1.0642376583660986,"[0.001344244210887048, 1.107866282442447e-09, 3.720630360936099e-12, 4.1362802594598745e-12, 1.5769517709064044e-23, 1.3766146352940563e-16, -3.823559383056503e-24]","[0.5185381102562647, 0.02345082948990481, 0.28389171057216867, 0.023450820344446316, 0.297231429689739, 0.02345082948990481, 0.2661586853341502, 0.023450820344446316, 0.34093602437675774, 0.014598509232870198, 0.3041938542854937, 0.014554136054966029, 0.30112586486542603, 0.020167603847871796, 0.2725283242466744, 0.009408646561822102]","[7.681803811048528, 8.345253190393777, 6.467086926751922, 8.350103130796095, 8.41114212686048, 8.345253190393777, 6.425640588124639, 8.350103130796095, 6.3019447629717735, 8.144077811036018, 6.328730477257489, 8.15442523089101, 6.136811815739287, 8.323032736120846, 6.1260975300250005, 8.393261863486805]"
ROI_2_8,saudavel,"(317, 154)","(278, 199)",28,28,0.8238882061086076,"[0.0015779620489158866, 1.3396638765989028e-09, 8.535585334608195e-13, 3.689833941096734e-14, 5.931564263472446e-27, -1.1254973067197328e-18, 2.7742469739229366e-27]","[0.5185307892973183, 0.028397990653948556, 0.29105784113545896, 0.02839798213589214, 0.30550449986449313, 0.028397990653948556, 0.30274923824622335, 0.02839798213589214, 0.36784821068115325, 0.01945968892770995, 0.3106712752284071, 0.02559579838421878, 0.3171087208361726, 0.02350547787222689, 0.27099010241024185, 0.03373899147031709]","[6.930695545512979, 7.973407692664433, 6.408535785870323, 7.968478161740654, 7.792688208419311, 7.973407692664433, 6.384431796915847, 7.968478161740654, 6.253931872337118, 7.789222400062968, 6.293016191543202, 7.771400796813733, 6.089910632691982, 7.889087940874259, 6.104668958596429, 7.915998855965562]"
ROI_2_9,saudavel,"(325, 152)","(313, 199)",28,28,0.9235099096473333,"[0.0015155913521486676, 1.6703048460382882e-09, 1.7672388381605283e-12, 9.777216878978641e-13, 9.97123728266605e-25, -2.2754909313554543e-17, -8.1085241417041615e-25]","[0.5185313222413259, 0.015280349606132188, 0.2720833377045407, 0.015280349606132186, 0.2956959622318911, 0.015280349606132188, 0.2839488904252569, 0.015280349606132186, 0.3359686646891714, 0.03172080228693311, 0.29473267448353246, 0.0201414003649011, 0.31013587513692353, 0.022710491194487606, 0.28201662770694924, 0.02494643002094976]","[7.12172460158293, 8.049997152297625, 6.4085357858703205, 8.052068174251433, 7.980128319250074, 8.049997152297625, 6.425640588124638, 8.052068174251433, 6.2394447629717735, 7.869094636855269, 6.310873334400346, 7.868032037836182, 6.115383244310715, 8.128664897440792, 6.061811815739287, 8.142982053755881]"
ROI_3_0,saudavel,"(277, 108)","(234, 142)",28,28,0.8573414325627946,"[0.0014871344497716305, 1.9846315020484265e-11, 9.262822938281105e-13, 2.1362098554417003e-13, 7.765976109012397e-26, 8.929237663025608e-19, 5.47603743297534e-26]","[0.518532116969753, 0.02635856549183259, 0.2881061364850193, 0.026358573700638415, 0.2958454673667763, 0.02635856549183259, 0.2991533174061043, 0.026358573700638415, 0.336451874169107, 0.023666627882299483, 0.31642031681705607, 0.026426632645754025, 0.2955667557142367, 0.04161859570910122, 0.28884645514508406, 0.032066947814885366]","[6.856108268526177, 7.9152831935360695, 6.387721847386844, 7.9224447205097865, 7.761788640202551, 7.9152831935360695, 6.409157071641122, 7.9224447205097865, 6.241633267416742, 7.727905841541676, 6.293016191543204, 7.716467021160754, 6.1153832443107135, 7.9784185403431875, 6.093954672882143, 7.976345115595975]"
